% Features, Reduction Technique, Classifier, Score, Duration, Error
0.1,MIM,Perceptron,0.498890181273,0.0928842504819,
0.1,MIM,Logistic Regression,0.583303894562,0.169937181473,
0.1,MIM,Linear Discriminant Analysis,0.583303894562,0.0528850833575,
0.1,MIM,Ridge,-0.059040370251,0.0170471350352,
0.1,MIM,Passive Aggressive,0.543451827281,0.0907930652301,
0.1,MIM,Linear SVM,0.583303894562,0.463537549973,
0.1,MIM,Nearest Neighbors,0.583303894562,1116.9863183,
0.1,MIM,Quadratic Discriminant Analysis,0.582385959824,1792.5836885,
0.1,MIM,Bernoulli Naive Bayes,0.583303894562,1031.58131779,
0.1,MIM,Decision Tree,0.582953412649,163.870832233,
0.1,MIM,Random Forest,0.561561364465,0.373559749126,
0.1,MIM,AdaBoost,0.573497284352,0.121002765497,
0.1,MIM,Bagging,0.582376224061,0.104170115789,
0.1,MIM,Gradient Boosting,0.583299722158,0.351579749584,
0.1,MIM,Voting,0.583303894562,1.91588419676,
0.1,JMI,Perceptron,0.498890181273,0.770806217194,
