% Features, Reduction Technique, Classifier, Score, Duration, Error
0.1,Non-Negative Matrix Factorization (reg),AdaBoost,0.586811513841,2.4725214839,
0.1,Non-Negative Matrix Factorization (reg),Bagging,0.583569539127,1.31439431906,
0.1,Non-Negative Matrix Factorization (reg),Gradient Boosting,0.586821248657,9.97171113491,
0.1,Non-Negative Matrix Factorization (reg),Voting,0.58328998655,88.3993585825,
0.1,Exact PCA,Perceptron,0.526878416503,0.11232278347,
0.1,Exact PCA,Logistic Regression,0.583194019891,0.171376816432,
0.1,Exact PCA,Linear Discriminant Analysis,0.583191238249,0.055359184742,
0.1,Exact PCA,Ridge,-0.059400845474,0.0190428495407,
0.1,Exact PCA,Passive Aggressive,0.551854996091,0.115375582377,
0.1,Exact PCA,Linear SVM,0.583217663666,0.431215449174,
0.1,Exact PCA,Nearest Neighbors,0.55843761981,92.9321451346,
0.1,Exact PCA,Quadratic Discriminant Analysis,0.574274746656,0.0348750154177,
0.1,Exact PCA,Bernoulli Naive Bayes,0.583303894562,0.0273302316666,
0.1,Exact PCA,Decision Tree,0.587177296947,0.077860168616,
0.1,Exact PCA,Random Forest,0.587206504218,0.329652317365,
0.1,Exact PCA,AdaBoost,0.586748927844,1.93427361647,
0.1,Exact PCA,Bagging,0.583506951214,1.23962353071,
0.1,Exact PCA,Gradient Boosting,0.587138353913,10.1926977674,
0.1,Exact PCA,Voting,0.583238526614,89.9837281664,
0.1,Randomized PCA,Perceptron,0.521073258897,0.107185351849,
0.1,Randomized PCA,Logistic Regression,0.583194019891,0.140900035699,
0.1,Randomized PCA,Linear Discriminant Analysis,0.583191238249,0.0604948679606,
0.1,Randomized PCA,Ridge,-0.0594008354348,0.0217432498932,
0.1,Randomized PCA,Passive Aggressive,0.520661721449,0.118863050143,
0.1,Randomized PCA,Linear SVM,0.583217663666,0.401267449061,
0.1,Randomized PCA,Nearest Neighbors,0.559988345359,78.4637367487,
0.1,Randomized PCA,Quadratic Discriminant Analysis,0.574274746656,0.03964244922,
0.1,Randomized PCA,Bernoulli Naive Bayes,0.583303894562,0.0334464351336,
0.1,Randomized PCA,Decision Tree,0.587177296947,0.1031346639,
0.1,Randomized PCA,Random Forest,0.587237102097,0.418796265125,
0.1,Randomized PCA,AdaBoost,0.586747537042,2.4373541673,
0.1,Randomized PCA,Bagging,0.583257995452,1.51782031854,
0.1,Randomized PCA,Gradient Boosting,0.587161997495,11.0656115969,
0.1,Randomized PCA,Voting,0.583276078634,80.5473690987,
% Features, Reduction Technique, Classifier, Score, Duration, Error
% Features, Reduction Technique, Classifier, Score, Duration, Error
% Features, Reduction Technique, Classifier, Score, Duration, Error
% Features, Reduction Technique, Classifier, Score, Duration, Error
% Features, Reduction Technique, Classifier, Score, Duration, Error
% Features, Reduction Technique, Classifier, Score, Duration, Error
