% Features, Reduction Technique, Classifier, Score, Duration, Error
0.5,MIM,Perceptron,0.541451810065,0.124205815792,
0.5,MIM,Logistic Regression,0.585961727378,0.612587050597,
0.5,MIM,Linear Discriminant Analysis,0.585861588392,0.21220438083,
0.5,MIM,Ridge,-0.0598909696377,0.0442158341408,
0.5,MIM,Passive Aggressive,0.495613375126,0.116130284468,
0.5,MIM,Linear SVM,0.585985371076,0.595511134466,
0.5,MIM,Nearest Neighbors,0.582404043703,429.548634513,
0.5,MIM,Quadratic Discriminant Analysis,0.553683819039,0.806132332484,
0.5,MIM,Bernoulli Naive Bayes,0.571640556978,0.135134267807,
0.5,MIM,Decision Tree,0.584931137101,0.284999601046,
0.5,MIM,Random Forest,0.583296940517,0.425033116341,
0.5,MIM,AdaBoost,0.585950600987,4.43594393333,
0.5,MIM,Bagging,0.584922791384,2.98386428356,
0.5,MIM,Gradient Boosting,0.585990934784,31.2088000655,
0.5,MIM,Voting,0.585988153317,432.100847785,
0.5,JMI,Perceptron,0.539970092839,0.323442602158,
0.5,JMI,Logistic Regression,0.585772578641,0.808274614811,
0.5,JMI,Linear Discriminant Analysis,0.585744761823,0.303072933356,
0.5,JMI,Ridge,-0.0598431244156,0.0798874338468,
0.5,JMI,Passive Aggressive,0.507836002562,0.150188632806,
0.5,JMI,Linear SVM,0.585812912187,0.465265035629,
0.5,JMI,Nearest Neighbors,0.582431859747,437.843497399,
0.5,JMI,Quadratic Discriminant Analysis,0.550536420956,0.546368503571,
0.5,JMI,Bernoulli Naive Bayes,0.571515383028,0.137712367376,
0.5,JMI,Decision Tree,0.584715563025,0.270572952429,
0.5,JMI,Random Forest,0.583305285325,0.412181663513,
0.5,JMI,AdaBoost,0.585875497623,5.30411236684,
0.5,JMI,Bagging,0.584590387625,2.82373319864,
0.5,JMI,Gradient Boosting,0.586032658009,64.6759438674,
0.5,JMI,Voting,0.585810130294,378.956022382,
0.5,MIFS,Perceptron,0.541451810065,0.194815647602,
0.5,MIFS,Logistic Regression,0.585961727378,0.685075867176,
0.5,MIFS,Linear Discriminant Analysis,0.585861588392,0.344003999233,
0.5,MIFS,Ridge,-0.0598909696377,0.0810839494069,
0.5,MIFS,Passive Aggressive,0.504774217014,0.198023732503,
0.5,MIFS,Linear SVM,0.585985371076,0.521531486511,
0.5,MIFS,Nearest Neighbors,0.582404043703,396.800837,
0.5,MIFS,Quadratic Discriminant Analysis,0.553683819039,0.209278051058,
0.5,MIFS,Bernoulli Naive Bayes,0.571640556978,0.064311170578,
