% Features, Reduction Technique, Classifier, Score, Duration, Error
0.5,LDA,Perceptron,0.533967617392,0.0645318667094,
0.5,LDA,Logistic Regression,0.586501363869,0.079624402523,
0.5,LDA,Linear Discriminant Analysis,0.586526398368,0.017794016997,
0.5,LDA,Ridge,-0.0586839408,0.00368823210398,
0.5,LDA,Passive Aggressive,0.557390447837,0.0711370507876,
0.5,LDA,Linear SVM,0.586523617114,0.64008988142,
0.5,LDA,Nearest Neighbors,0.556827053577,20.3188310822,
0.5,LDA,Quadratic Discriminant Analysis,0.581141170294,0.0183871825536,
0.5,LDA,Bernoulli Naive Bayes,0.583303894562,0.0324422995249,
0.5,LDA,Decision Tree,0.587139746242,0.0881433685621,
0.5,LDA,Random Forest,0.587259355342,0.625049416224,
0.5,LDA,AdaBoost,0.58725101067,1.76049810251,
0.5,LDA,Bagging,0.583445755012,1.45856129726,
0.5,LDA,Gradient Boosting,0.587082722695,4.6110352993,
0.5,LDA,Voting,0.586605673304,30.8140823841,
0.5,Truncated SVD,Perceptron,0.549776886604,0.145609116554,
0.5,Truncated SVD,Logistic Regression,0.58629274287,1.71410681804,
0.5,Truncated SVD,Linear Discriminant Analysis,0.586206512304,0.296553432941,
0.5,Truncated SVD,Ridge,-0.0596643015949,0.0622069160144,
0.5,Truncated SVD,Passive Aggressive,0.474142412614,0.161718364557,
0.5,Truncated SVD,Linear SVM,0.586335857689,0.953720831871,
0.5,Truncated SVD,Nearest Neighbors,0.562359731247,205.890244182,
0.5,Truncated SVD,Quadratic Discriminant Analysis,0.556902153382,0.320529282093,
0.5,Truncated SVD,Bernoulli Naive Bayes,0.569109310326,0.0730333805084,
0.5,Truncated SVD,Decision Tree,0.587174515731,0.466844832897,
0.5,Truncated SVD,Random Forest,0.587276044996,0.514632701874,
0.5,Truncated SVD,AdaBoost,0.58697423954,7.46417105198,
0.5,Truncated SVD,Bagging,0.583543112511,13.9133440336,
0.5,Truncated SVD,Gradient Boosting,0.587028481466,64.6349086324,
0.5,Truncated SVD,Voting,0.58648050274,210.560317119,
0.5,Dictionary Learning,Perceptron,0.546657327042,0.129593916734,
0.5,Dictionary Learning,Logistic Regression,0.585662703892,0.738284798463,
0.5,Dictionary Learning,Linear Discriminant Analysis,0.585601508174,0.401662286123,
0.5,Dictionary Learning,Ridge,-0.0597851343769,0.0793598850568,
0.5,Dictionary Learning,Passive Aggressive,0.521731577993,0.199327751001,
0.5,Dictionary Learning,Linear SVM,0.585650186488,0.940527017911,
0.5,Dictionary Learning,Nearest Neighbors,0.574548742896,576.858306718,
0.5,Dictionary Learning,Quadratic Discriminant Analysis,0.561785282246,0.190238451958,
0.5,Dictionary Learning,Bernoulli Naive Bayes,0.579828259088,0.0498526493708,
0.5,Dictionary Learning,Decision Tree,0.583143950195,0.184204800924,
0.5,Dictionary Learning,Random Forest,0.58330250378,0.248840200901,
0.5,Dictionary Learning,AdaBoost,0.583089708018,3.63965563377,
0.5,Dictionary Learning,Bagging,0.58359318182,6.76537429889,
0.5,Dictionary Learning,Gradient Boosting,0.583227399352,24.7242993514,
0.5,Dictionary Learning,Voting,0.582897778472,518.103861916,
0.5,Factor Analysis,Perceptron,0.526416713511,0.142068648338,
0.5,Factor Analysis,Logistic Regression,0.586166177559,0.635933685303,
0.5,Factor Analysis,Linear Discriminant Analysis,0.586120281659,0.374387717247,
0.5,Factor Analysis,Ridge,-0.0597860988954,0.058833583196,
0.5,Factor Analysis,Passive Aggressive,0.52059787054,0.12102723519,
0.5,Factor Analysis,Linear SVM,0.58615226972,9.68832666477,
0.5,Factor Analysis,Nearest Neighbors,0.560042636398,199.602508966,
0.5,Factor Analysis,Quadratic Discriminant Analysis,0.560943842853,1.25710386435,
0.5,Factor Analysis,Bernoulli Naive Bayes,0.559875726824,0.110968649387,
0.5,Factor Analysis,Decision Tree,0.587110538236,0.366310799122,
0.5,Factor Analysis,Random Forest,0.587225975706,0.48812164863,
