% Features, Reduction Technique, Classifier, Score, Duration, Error
0.1,MIFS,Passive Aggressive,0.565059357543,0.0687051852544,
0.1,MIFS,Linear SVM,0.583303894562,0.238533401489,
0.1,MIFS,Nearest Neighbors,0.583303894562,740.107055151,
0.1,MIFS,Quadratic Discriminant Analysis,0.582385959824,1382.18634837,
0.1,MIFS,Bernoulli Naive Bayes,0.583303894562,721.469985068,
0.1,MIFS,Decision Tree,0.582953412649,79.5794657509,
0.1,MIFS,Random Forest,0.561561364465,0.0204047997793,
0.1,MIFS,AdaBoost,0.573497284352,0.0184459328651,
0.1,MIFS,Bagging,0.582376224061,0.0185321172078,
0.1,MIFS,Gradient Boosting,0.582379005663,0.132188351949,
0.1,MIFS,Voting,0.583303894562,1.00808878342,
0.1,CIFE,Perceptron,0.483037788963,0.0563086191813,
0.1,CIFE,Logistic Regression,0.583303894562,0.124788029989,
0.1,CIFE,Linear Discriminant Analysis,0.583303894562,0.0334333022436,
0.1,CIFE,Ridge,-0.0585907649806,0.0106216669083,
0.1,CIFE,Passive Aggressive,0.482653528622,0.0589007814725,
0.1,CIFE,Linear SVM,0.583303894562,0.18307911555,
0.1,CIFE,Nearest Neighbors,0.583303894562,773.476219034,
0.1,CIFE,Quadratic Discriminant Analysis,0.583310848588,1389.13423764,
0.1,CIFE,Bernoulli Naive Bayes,0.583303894562,721.856109333,
0.1,CIFE,Decision Tree,0.582456896606,84.9123032848,
0.1,CIFE,Random Forest,0.558991152495,0.0202634016673,
0.1,CIFE,AdaBoost,0.57581020523,0.0181361675262,
0.1,CIFE,Bagging,0.583309457767,0.0168138662974,
0.1,CIFE,Gradient Boosting,0.583309457767,0.124412751198,
0.1,CIFE,Voting,0.583303894562,0.948820749919,
0.1,mRMR,Perceptron,0.494075186699,0.0558885494868,
0.1,mRMR,Logistic Regression,0.583292768075,0.102076331774,
0.1,mRMR,Linear Discriminant Analysis,0.583292768075,0.0333503007889,
0.1,mRMR,Ridge,-0.0581662613406,0.0112330476443,
0.1,mRMR,Passive Aggressive,0.516238995385,0.0580105821292,
0.1,mRMR,Linear SVM,0.583301112979,0.139577249686,
0.1,mRMR,Nearest Neighbors,0.583303894562,737.174918501,
0.1,mRMR,Quadratic Discriminant Analysis,0.583287204676,1371.06771765,
0.1,mRMR,Bernoulli Naive Bayes,0.583303894562,721.673461783,
0.1,mRMR,Decision Tree,0.583303894543,96.1453032176,
0.1,mRMR,Random Forest,0.583226009267,0.0203591346741,
0.1,mRMR,AdaBoost,0.583285813875,0.0178157170614,
0.1,mRMR,Bagging,0.583287204676,0.0151600201925,
0.1,mRMR,Gradient Boosting,0.583281641626,0.120963899295,
0.1,mRMR,Voting,0.583292768075,2.9082899332,
0.1,CMIM,Perceptron,0.515781447736,0.0562033136686,
0.1,CMIM,Logistic Regression,0.583303894562,0.125217648347,
0.1,CMIM,Linear Discriminant Analysis,0.583303894562,0.0330746332804,
0.1,CMIM,Ridge,-0.059129995575,0.010547999541,
0.1,CMIM,Passive Aggressive,0.471549780169,0.0584828297297,
0.1,CMIM,Linear SVM,0.583303894562,0.207772914569,
0.1,CMIM,Nearest Neighbors,0.583303894562,687.8619397,
0.1,CMIM,Quadratic Discriminant Analysis,0.583303894562,1389.01209512,
0.1,CMIM,Bernoulli Naive Bayes,0.583303894562,722.0538607,
% Features, Reduction Technique, Classifier, Score, Duration, Error
0.5,MIM,Perceptron,0.541451810065,0.124205815792,
0.5,MIM,Logistic Regression,0.585961727378,0.612587050597,
0.5,MIM,Linear Discriminant Analysis,0.585861588392,0.21220438083,
0.5,MIM,Ridge,-0.0598909696377,0.0442158341408,
0.5,MIM,Passive Aggressive,0.495613375126,0.116130284468,
0.5,MIM,Linear SVM,0.585985371076,0.595511134466,
0.5,MIM,Nearest Neighbors,0.582404043703,429.548634513,
0.5,MIM,Quadratic Discriminant Analysis,0.553683819039,0.806132332484,
0.5,MIM,Bernoulli Naive Bayes,0.571640556978,0.135134267807,
0.5,MIM,Decision Tree,0.584931137101,0.284999601046,
0.5,MIM,Random Forest,0.583296940517,0.425033116341,
0.5,MIM,AdaBoost,0.585950600987,4.43594393333,
0.5,MIM,Bagging,0.584922791384,2.98386428356,
0.5,MIM,Gradient Boosting,0.585990934784,31.2088000655,
0.5,MIM,Voting,0.585988153317,432.100847785,
0.5,JMI,Perceptron,0.539970092839,0.323442602158,
0.5,JMI,Logistic Regression,0.585772578641,0.808274614811,
0.5,JMI,Linear Discriminant Analysis,0.585744761823,0.303072933356,
0.5,JMI,Ridge,-0.0598431244156,0.0798874338468,
0.5,JMI,Passive Aggressive,0.507836002562,0.150188632806,
0.5,JMI,Linear SVM,0.585812912187,0.465265035629,
0.5,JMI,Nearest Neighbors,0.582431859747,437.843497399,
0.5,JMI,Quadratic Discriminant Analysis,0.550536420956,0.546368503571,
0.5,JMI,Bernoulli Naive Bayes,0.571515383028,0.137712367376,
0.5,JMI,Decision Tree,0.584715563025,0.270572952429,
0.5,JMI,Random Forest,0.583305285325,0.412181663513,
0.5,JMI,AdaBoost,0.585875497623,5.30411236684,
0.5,JMI,Bagging,0.584590387625,2.82373319864,
0.5,JMI,Gradient Boosting,0.586032658009,64.6759438674,
0.5,JMI,Voting,0.585810130294,378.956022382,
0.5,MIFS,Perceptron,0.541451810065,0.194815647602,
0.5,MIFS,Logistic Regression,0.585961727378,0.685075867176,
0.5,MIFS,Linear Discriminant Analysis,0.585861588392,0.344003999233,
0.5,MIFS,Ridge,-0.0598909696377,0.0810839494069,
0.5,MIFS,Passive Aggressive,0.504774217014,0.198023732503,
0.5,MIFS,Linear SVM,0.585985371076,0.521531486511,
0.5,MIFS,Nearest Neighbors,0.582404043703,396.800837,
0.5,MIFS,Quadratic Discriminant Analysis,0.553683819039,0.209278051058,
0.5,MIFS,Bernoulli Naive Bayes,0.571640556978,0.064311170578,
0.5,MIFS,Decision Tree,0.584931137101,0.17088512977,
0.5,MIFS,Random Forest,0.583291377196,0.252888850371,
0.5,MIFS,AdaBoost,0.585950600987,3.7435480992,
0.5,MIFS,Bagging,0.584715560317,1.88359655142,
0.5,MIFS,Gradient Boosting,0.585990934784,30.014979585,
0.5,MIFS,Voting,0.585986762516,509.285670034,
0.5,CIFE,Perceptron,0.524273745995,0.287736864885,
0.5,CIFE,Logistic Regression,0.586192604407,1.0811411341,
0.5,CIFE,Linear Discriminant Analysis,0.58616061563,0.609383316835,
0.5,CIFE,Ridge,-0.0592318438421,0.165201552709,
0.5,CIFE,Passive Aggressive,0.530622883299,0.271172749996,
0.5,CIFE,Linear SVM,0.586185650401,0.732263100147,
0.5,CIFE,Nearest Neighbors,0.582700286069,483.247279783,
0.5,CIFE,Quadratic Discriminant Analysis,0.439071446695,1.58319256703,
0.5,CIFE,Bernoulli Naive Bayes,0.577344270566,0.0955812176069,
0.5,CIFE,Decision Tree,0.584800402829,0.173170499007,
0.5,CIFE,Random Forest,0.583305285305,0.310385549068,
0.5,CIFE,AdaBoost,0.586253799913,3.64964814981,
0.5,CIFE,Bagging,0.585363680059,1.7998872002,
0.5,CIFE,Gradient Boosting,0.586135580918,29.8771666845,
0.5,CIFE,Voting,0.586224592797,652.283043249,
0.5,mRMR,Perceptron,0.482620559423,0.528392100334,
0.5,mRMR,Logistic Regression,0.583278860024,4.05764238437,
0.5,mRMR,Linear Discriminant Analysis,0.583278860043,1.23296466668,
0.5,mRMR,Ridge,-0.058009390474,0.0905996322632,
0.5,mRMR,Passive Aggressive,0.497533912055,0.177796196938,
0.5,mRMR,Linear SVM,0.583283032389,0.421109616756,
% Features, Reduction Technique, Classifier, Score, Duration, Error
0.5,mRMR,Perceptron,0.482620559423,0.155709997813,
0.5,mRMR,Logistic Regression,0.583278860024,0.247887436549,
0.5,mRMR,Linear Discriminant Analysis,0.583278860043,0.382795532544,
0.5,mRMR,Ridge,-0.058009390474,0.119153416157,
0.5,mRMR,Passive Aggressive,0.56425269174,0.227528699239,
0.5,mRMR,Linear SVM,0.583283032389,0.505105932554,
0.5,mRMR,Nearest Neighbors,0.583241308235,531.286654449,
0.5,mRMR,Quadratic Discriminant Analysis,0.56939857499,0.298734303315,
0.5,mRMR,Bernoulli Naive Bayes,0.583145342737,0.070342818896,
0.5,mRMR,Decision Tree,0.583224618504,0.16802440087,
0.5,mRMR,Random Forest,0.583289986375,0.274658985933,
0.5,mRMR,AdaBoost,0.583278860043,3.14423623482,
0.5,mRMR,Bagging,0.582894995245,1.71905193329,
0.5,mRMR,Gradient Boosting,0.583237135619,27.6113023678,
0.5,mRMR,Voting,0.583288595574,470.231031819,
0.5,CMIM,Perceptron,0.557874261145,0.114367516836,
0.5,CMIM,Logistic Regression,0.585942259101,0.662910536925,
0.5,CMIM,Linear Discriminant Analysis,0.585890799281,0.184865514437,
0.5,CMIM,Ridge,-0.0597277909438,0.0389688809713,
0.5,CMIM,Passive Aggressive,0.459480232215,0.124566984177,
0.5,CMIM,Linear SVM,0.58596590278,0.402502719561,
0.5,CMIM,Nearest Neighbors,0.582441595317,343.305061615,
0.5,CMIM,Quadratic Discriminant Analysis,0.549080251245,0.171554700534,
0.5,CMIM,Bernoulli Naive Bayes,0.57227754735,0.0464924852053,
0.5,CMIM,Decision Tree,0.584730861722,0.133723167578,
0.5,CMIM,Random Forest,0.583308067024,0.192900415262,
0.5,CMIM,AdaBoost,0.585879673238,2.33720866839,
0.5,CMIM,Bagging,0.58430944767,1.14365164836,
0.5,CMIM,Gradient Boosting,0.586006236673,17.357028087,
0.5,CMIM,Voting,0.585964511321,248.766168817,
0.5,CondMI,Perceptron,0.552416674943,0.0868909478188,
0.5,CondMI,Logistic Regression,0.586214857304,0.484945750237,
0.5,CondMI,Linear Discriminant Analysis,0.58615783397,0.177189767361,
0.5,CondMI,Ridge,-0.0595633010831,0.0339132507642,
0.5,CondMI,Passive Aggressive,0.477537001239,0.0948503494263,
0.5,CondMI,Linear SVM,0.586239891649,0.294552914302,
0.5,CondMI,Nearest Neighbors,0.582559814138,255.982311515,
0.5,CondMI,Quadratic Discriminant Analysis,0.557020371313,0.16831305027,
0.5,CondMI,Bernoulli Naive Bayes,0.569828332574,0.0458229502042,
0.5,CondMI,Decision Tree,0.584555619876,0.130143435796,
0.5,CondMI,Random Forest,0.58330111296,0.192942035198,
0.5,CondMI,AdaBoost,0.586341419772,2.35101276636,
0.5,CondMI,Bagging,0.584476345946,1.04292661746,
0.5,CondMI,Gradient Boosting,0.58640261671,17.3509899656,
0.5,CondMI,Voting,0.586212075392,257.241544553,
0.5,Condred,Perceptron,0.519714343989,0.0861060182254,
0.5,Condred,Logistic Regression,0.586150880138,0.496159096559,
0.5,Condred,Linear Discriminant Analysis,0.586079949004,0.176950033506,
0.5,Condred,Ridge,-0.0597455337085,0.0333562533061,
0.5,Condred,Passive Aggressive,0.537382114229,0.0940497835477,
0.5,Condred,Linear SVM,0.586191214457,0.300049901009,
0.5,Condred,Nearest Neighbors,0.583150904704,270.267479368,
0.5,Condred,Quadratic Discriminant Analysis,0.56112186133,0.166859849294,
0.5,Condred,Bernoulli Naive Bayes,0.570422208321,0.0475236535072,
0.5,Condred,Decision Tree,0.584579263845,0.12964498202,
0.5,Condred,Random Forest,0.583303894427,0.187835482756,
0.5,Condred,AdaBoost,0.58610637475,2.33497664928,
0.5,Condred,Bagging,0.585118895752,1.03345626593,
0.5,Condred,Gradient Boosting,0.58648606374,17.4258080324,
0.5,Condred,Voting,0.586235719787,282.049850516,
0.5,DISR,Perceptron,0.541562871908,0.0898525675138,
0.5,DISR,Logistic Regression,0.585818472355,0.437576031685,
0.5,DISR,Linear Discriminant Analysis,0.585815690771,0.18708978494,
0.5,DISR,Ridge,-0.059894494918,0.0349213838577,
0.5,DISR,Passive Aggressive,0.489130553601,0.0975611845652,
0.5,DISR,Linear SVM,0.585825426651,0.31379784743,
0.5,DISR,Nearest Neighbors,0.583013215284,306.703582533,
0.5,DISR,Quadratic Discriminant Analysis,0.551941136709,0.175387116273,
0.5,DISR,Bernoulli Naive Bayes,0.571984085697,0.0497894843419,
0.5,DISR,Decision Tree,0.584924183095,0.138571250439,
0.5,DISR,Random Forest,0.583306676203,0.19768961668,
0.5,DISR,AdaBoost,0.585739197032,2.37093660037,
0.5,DISR,Bagging,0.584970078452,1.1282430172,
0.5,DISR,Gradient Boosting,0.585925566545,18.3239530683,
0.5,DISR,Voting,0.585844898507,306.997112401,
0.5,ICAP,Perceptron,0.533333378194,0.0894241968791,
0.5,ICAP,Logistic Regression,0.584946443362,0.138142883778,
0.5,ICAP,Linear Discriminant Analysis,0.585896360609,0.20324861606,
0.5,ICAP,Ridge,-0.058273248959,0.0346645156542,
0.5,ICAP,Passive Aggressive,0.49242993106,0.0953863660494,
0.5,ICAP,Linear SVM,0.584971477804,0.218401781718,
0.5,ICAP,Nearest Neighbors,0.582693332372,305.840242632,
0.5,ICAP,Quadratic Discriminant Analysis,0.536216434339,0.213373935223,
0.5,ICAP,Bernoulli Naive Bayes,0.577509777519,0.0454534848531,
0.5,ICAP,Decision Tree,0.584242687798,0.110991815726,
0.5,ICAP,Random Forest,0.583305285363,0.182504451275,
0.5,ICAP,AdaBoost,0.584946443362,2.13642006715,
0.5,ICAP,Bagging,0.585346988838,0.883250832558,
0.5,ICAP,Gradient Boosting,0.585805957465,16.7423708479,
0.5,ICAP,Voting,0.584950615843,301.996143734,
% Features, Reduction Technique, Classifier, Score, Duration, Error
0.1,LDA,Perceptron,0.533967617392,0.0622492829959,
0.1,LDA,Logistic Regression,0.586501363869,0.0830599506696,
0.1,LDA,Linear Discriminant Analysis,0.586526398368,0.0424597342809,
0.1,LDA,Ridge,-0.0586839408,0.00963138341904,
0.1,LDA,Passive Aggressive,0.499295094001,0.0780934135119,
0.1,LDA,Linear SVM,0.586523617114,0.661597251892,
0.1,LDA,Nearest Neighbors,0.556827053577,21.463226366,
0.1,LDA,Quadratic Discriminant Analysis,0.581141170294,0.0195839484533,
0.1,LDA,Bernoulli Naive Bayes,0.583303894562,0.0251462499301,
0.1,LDA,Decision Tree,0.587139746242,0.0721153974533,
0.1,LDA,Random Forest,0.587167562189,0.636101651192,
0.1,LDA,AdaBoost,0.58725101067,1.67047090133,
0.1,LDA,Bagging,0.583398468582,1.35497118235,
0.1,LDA,Gradient Boosting,0.587082722695,4.66504006783,
0.1,LDA,Voting,0.586605673304,28.8146995664,
0.1,Truncated SVD,Perceptron,0.553405492148,0.092987382412,
0.1,Truncated SVD,Logistic Regression,0.583138387531,0.205066649119,
0.1,Truncated SVD,Linear Discriminant Analysis,0.583131433448,0.0557360013326,
0.1,Truncated SVD,Ridge,-0.0597088684996,0.0163865327835,
0.1,Truncated SVD,Passive Aggressive,0.527344773267,0.106572532654,
0.1,Truncated SVD,Linear SVM,0.583245480736,0.431213831902,
0.1,Truncated SVD,Nearest Neighbors,0.556539199271,90.8228100022,
0.1,Truncated SVD,Quadratic Discriminant Analysis,0.573280318179,0.0409177303314,
0.1,Truncated SVD,Bernoulli Naive Bayes,0.587232929886,0.0344119310379,
0.1,Truncated SVD,Decision Tree,0.587245446614,0.0972343325615,
0.1,Truncated SVD,Random Forest,0.587224584905,0.45023034811,
0.1,Truncated SVD,AdaBoost,0.587225975745,2.45306358337,
0.1,Truncated SVD,Bagging,0.58376425281,2.02595253388,
0.1,Truncated SVD,Gradient Boosting,0.587153654138,11.2044947465,
0.1,Truncated SVD,Voting,0.586509711191,93.9030918996,
0.1,Dictionary Learning,Perceptron,0.536518369325,0.0867628494898,
0.1,Dictionary Learning,Logistic Regression,0.583259388903,0.190163799127,
0.1,Dictionary Learning,Linear Discriminant Analysis,0.58320931913,0.0592049479485,
0.1,Dictionary Learning,Ridge,-0.0596707880877,0.0168796658516,
0.1,Dictionary Learning,Passive Aggressive,0.500013886519,0.09150228103,
0.1,Dictionary Learning,Linear SVM,0.58326634289,0.700858100255,
0.1,Dictionary Learning,Nearest Neighbors,0.554701923461,111.575965599,
0.1,Dictionary Learning,Quadratic Discriminant Analysis,0.573397148326,0.0603994488716,
0.1,Dictionary Learning,Bernoulli Naive Bayes,0.569782435572,0.0346524318059,
0.1,Dictionary Learning,Decision Tree,0.587237101381,0.0864083806674,
0.1,Dictionary Learning,Random Forest,0.587202332085,0.400369167328,
0.1,Dictionary Learning,AdaBoost,0.58710914521,2.06102434794,
0.1,Dictionary Learning,Bagging,0.583422110037,2.39349555175,
0.1,Dictionary Learning,Gradient Boosting,0.587131400061,9.35111941497,
0.1,Dictionary Learning,Voting,0.58567662355,102.601832318,
0.1,Factor Analysis,Perceptron,0.528711444585,0.0977297822634,
0.1,Factor Analysis,Logistic Regression,0.583303894562,0.147426601251,
0.1,Factor Analysis,Linear Discriminant Analysis,0.583303894562,0.0653547008832,
0.1,Factor Analysis,Ridge,-0.0584455822191,0.0144934972127,
0.1,Factor Analysis,Passive Aggressive,0.506429784589,0.103119051456,
0.1,Factor Analysis,Linear SVM,0.583303894562,3.80127158562,
0.1,Factor Analysis,Nearest Neighbors,0.551472419088,90.0619870663,
0.1,Factor Analysis,Quadratic Discriminant Analysis,0.571995207774,0.0345253666242,
0.1,Factor Analysis,Bernoulli Naive Bayes,0.566070368491,0.0241322477659,
0.1,Factor Analysis,Decision Tree,0.587264918218,0.0631902694702,
0.1,Factor Analysis,Random Forest,0.587223194316,0.382965997855,
0.1,Factor Analysis,AdaBoost,0.587145308847,1.69914468527,
0.1,Factor Analysis,Bagging,0.583461052433,1.23967768351,
0.1,Factor Analysis,Gradient Boosting,0.587132791443,12.0841437181,
0.1,Factor Analysis,Voting,0.584850467399,96.8425549348,
0.1,Sparse PCA,Perceptron,0.564831089939,0.0868597666423,
0.1,Sparse PCA,Logistic Regression,0.583303894562,0.366524899006,
0.1,Sparse PCA,Linear Discriminant Analysis,0.583131433409,0.0835560162862,
0.1,Sparse PCA,Ridge,-0.0562912400805,0.02194921573,
0.1,Sparse PCA,Passive Aggressive,0.533322670379,0.108103148142,
0.1,Sparse PCA,Linear SVM,0.583303894562,0.292694715659,
0.1,Sparse PCA,Nearest Neighbors,0.553512815907,96.2551068465,
0.1,Sparse PCA,Quadratic Discriminant Analysis,0.573315087745,0.138856200377,
0.1,Sparse PCA,Bernoulli Naive Bayes,0.583303894562,0.0624710996946,
0.1,Sparse PCA,Decision Tree,0.58685323753,0.0795266985893,
0.1,Sparse PCA,Random Forest,0.586666868752,0.520781401793,
0.1,Sparse PCA,AdaBoost,0.586059083058,1.89479028384,
0.1,Sparse PCA,Bagging,0.583828228042,1.13143996398,
0.1,Sparse PCA,Gradient Boosting,0.587075767625,9.09534983635,
0.1,Sparse PCA,Voting,0.583303894562,68.3979464332,
0.1,Non-Negative Matrix Factorization (reg),Perceptron,0.546244158701,0.105484302839,
0.1,Non-Negative Matrix Factorization (reg),Logistic Regression,0.583303894562,0.164798315366,
0.1,Non-Negative Matrix Factorization (reg),Linear Discriminant Analysis,0.583303894562,0.0483407179515,
0.1,Non-Negative Matrix Factorization (reg),Ridge,-0.0595458480922,0.0176003694534,
0.1,Non-Negative Matrix Factorization (reg),Passive Aggressive,0.515071649589,0.105688130856,
0.1,Non-Negative Matrix Factorization (reg),Linear SVM,0.583303894562,0.238396167755,
0.1,Non-Negative Matrix Factorization (reg),Nearest Neighbors,0.557290167178,92.9907873472,
0.1,Non-Negative Matrix Factorization (reg),Quadratic Discriminant Analysis,0.573462514128,0.0407822330793,
0.1,Non-Negative Matrix Factorization (reg),Bernoulli Naive Bayes,0.583120308605,0.0426270484924,
0.1,Non-Negative Matrix Factorization (reg),Decision Tree,0.586893572217,0.141982249419,
0.1,Non-Negative Matrix Factorization (reg),Random Forest,0.587100802202,0.660197865963,
0.1,Non-Negative Matrix Factorization (reg),AdaBoost,0.586811513841,2.4725214839,
0.1,Non-Negative Matrix Factorization (reg),Bagging,0.583569539127,1.31439431906,
0.1,Non-Negative Matrix Factorization (reg),Gradient Boosting,0.586821248657,9.97171113491,
0.1,Non-Negative Matrix Factorization (reg),Voting,0.58328998655,88.3993585825,
0.1,Exact PCA,Perceptron,0.526878416503,0.11232278347,
0.1,Exact PCA,Logistic Regression,0.583194019891,0.171376816432,
0.1,Exact PCA,Linear Discriminant Analysis,0.583191238249,0.055359184742,
0.1,Exact PCA,Ridge,-0.059400845474,0.0190428495407,
0.1,Exact PCA,Passive Aggressive,0.551854996091,0.115375582377,
0.1,Exact PCA,Linear SVM,0.583217663666,0.431215449174,
0.1,Exact PCA,Nearest Neighbors,0.55843761981,92.9321451346,
0.1,Exact PCA,Quadratic Discriminant Analysis,0.574274746656,0.0348750154177,
0.1,Exact PCA,Bernoulli Naive Bayes,0.583303894562,0.0273302316666,
0.1,Exact PCA,Decision Tree,0.587177296947,0.077860168616,
0.1,Exact PCA,Random Forest,0.587206504218,0.329652317365,
0.1,Exact PCA,AdaBoost,0.586748927844,1.93427361647,
0.1,Exact PCA,Bagging,0.583506951214,1.23962353071,
0.1,Exact PCA,Gradient Boosting,0.587138353913,10.1926977674,
0.1,Exact PCA,Voting,0.583238526614,89.9837281664,
0.1,Randomized PCA,Perceptron,0.521073258897,0.107185351849,
0.1,Randomized PCA,Logistic Regression,0.583194019891,0.140900035699,
0.1,Randomized PCA,Linear Discriminant Analysis,0.583191238249,0.0604948679606,
0.1,Randomized PCA,Ridge,-0.0594008354348,0.0217432498932,
0.1,Randomized PCA,Passive Aggressive,0.520661721449,0.118863050143,
0.1,Randomized PCA,Linear SVM,0.583217663666,0.401267449061,
0.1,Randomized PCA,Nearest Neighbors,0.559988345359,78.4637367487,
0.1,Randomized PCA,Quadratic Discriminant Analysis,0.574274746656,0.03964244922,
0.1,Randomized PCA,Bernoulli Naive Bayes,0.583303894562,0.0334464351336,
0.1,Randomized PCA,Decision Tree,0.587177296947,0.1031346639,
0.1,Randomized PCA,Random Forest,0.587237102097,0.418796265125,
0.1,Randomized PCA,AdaBoost,0.586747537042,2.4373541673,
0.1,Randomized PCA,Bagging,0.583257995452,1.51782031854,
0.1,Randomized PCA,Gradient Boosting,0.587161997495,11.0656115969,
0.1,Randomized PCA,Voting,0.583276078634,80.5473690987,
% Features, Reduction Technique, Classifier, Score, Duration, Error
% Features, Reduction Technique, Classifier, Score, Duration, Error
0.5,LDA,Perceptron,0.533967617392,0.0645318667094,
0.5,LDA,Logistic Regression,0.586501363869,0.079624402523,
0.5,LDA,Linear Discriminant Analysis,0.586526398368,0.017794016997,
0.5,LDA,Ridge,-0.0586839408,0.00368823210398,
0.5,LDA,Passive Aggressive,0.557390447837,0.0711370507876,
0.5,LDA,Linear SVM,0.586523617114,0.64008988142,
0.5,LDA,Nearest Neighbors,0.556827053577,20.3188310822,
0.5,LDA,Quadratic Discriminant Analysis,0.581141170294,0.0183871825536,
0.5,LDA,Bernoulli Naive Bayes,0.583303894562,0.0324422995249,
0.5,LDA,Decision Tree,0.587139746242,0.0881433685621,
0.5,LDA,Random Forest,0.587259355342,0.625049416224,
0.5,LDA,AdaBoost,0.58725101067,1.76049810251,
0.5,LDA,Bagging,0.583445755012,1.45856129726,
0.5,LDA,Gradient Boosting,0.587082722695,4.6110352993,
0.5,LDA,Voting,0.586605673304,30.8140823841,
0.5,Truncated SVD,Perceptron,0.549776886604,0.145609116554,
0.5,Truncated SVD,Logistic Regression,0.58629274287,1.71410681804,
0.5,Truncated SVD,Linear Discriminant Analysis,0.586206512304,0.296553432941,
0.5,Truncated SVD,Ridge,-0.0596643015949,0.0622069160144,
0.5,Truncated SVD,Passive Aggressive,0.474142412614,0.161718364557,
0.5,Truncated SVD,Linear SVM,0.586335857689,0.953720831871,
0.5,Truncated SVD,Nearest Neighbors,0.562359731247,205.890244182,
0.5,Truncated SVD,Quadratic Discriminant Analysis,0.556902153382,0.320529282093,
0.5,Truncated SVD,Bernoulli Naive Bayes,0.569109310326,0.0730333805084,
0.5,Truncated SVD,Decision Tree,0.587174515731,0.466844832897,
0.5,Truncated SVD,Random Forest,0.587276044996,0.514632701874,
0.5,Truncated SVD,AdaBoost,0.58697423954,7.46417105198,
0.5,Truncated SVD,Bagging,0.583543112511,13.9133440336,
0.5,Truncated SVD,Gradient Boosting,0.587028481466,64.6349086324,
0.5,Truncated SVD,Voting,0.58648050274,210.560317119,
0.5,Dictionary Learning,Perceptron,0.546657327042,0.129593916734,
0.5,Dictionary Learning,Logistic Regression,0.585662703892,0.738284798463,
0.5,Dictionary Learning,Linear Discriminant Analysis,0.585601508174,0.401662286123,
0.5,Dictionary Learning,Ridge,-0.0597851343769,0.0793598850568,
0.5,Dictionary Learning,Passive Aggressive,0.521731577993,0.199327751001,
0.5,Dictionary Learning,Linear SVM,0.585650186488,0.940527017911,
0.5,Dictionary Learning,Nearest Neighbors,0.574548742896,576.858306718,
0.5,Dictionary Learning,Quadratic Discriminant Analysis,0.561785282246,0.190238451958,
0.5,Dictionary Learning,Bernoulli Naive Bayes,0.579828259088,0.0498526493708,
0.5,Dictionary Learning,Decision Tree,0.583143950195,0.184204800924,
0.5,Dictionary Learning,Random Forest,0.58330250378,0.248840200901,
0.5,Dictionary Learning,AdaBoost,0.583089708018,3.63965563377,
0.5,Dictionary Learning,Bagging,0.58359318182,6.76537429889,
0.5,Dictionary Learning,Gradient Boosting,0.583227399352,24.7242993514,
0.5,Dictionary Learning,Voting,0.582897778472,518.103861916,
0.5,Factor Analysis,Perceptron,0.526416713511,0.142068648338,
0.5,Factor Analysis,Logistic Regression,0.586166177559,0.635933685303,
